NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,30
SenseDirtAgent,0.1,0.3,80
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,30
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,30
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,40
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,70
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,80
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,30
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,80
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,30
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,30
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,30
SenseDirtAgent,0.1,0.3,50
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,40
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,30
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,50
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,30
SenseDirtAgent,0.1,0.3,80
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,60
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,30
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,30
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,30
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,40
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,40
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,40
SenseDirtAgent,0.1,0.3,50
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,50
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,30
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,30
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,40
SenseDirtAgent,0.1,0.3,30
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,40
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,30
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,30
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,40
NoSense,0.1,0.3,30
SenseDirtAgent,0.1,0.3,40
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,30
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,30
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,30
NoSense,0.1,0.3,30
SenseDirtAgent,0.1,0.3,50
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,30
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,30
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,30
NoSense,0.1,0.3,30
SenseDirtAgent,0.1,0.3,60
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,30
SenseDirtAgent,0.1,0.3,50
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,40
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,30
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,50
NoSense,0.1,0.3,40
SenseDirtAgent,0.1,0.3,40
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,30
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,40
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,90
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,30
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,30
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,20
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,40
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,50
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,10
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
NoSense,0.1,0.3,20
SenseDirtAgent,0.1,0.3,30
NoSense,0.1,0.3,10
SenseDirtAgent,0.1,0.3,50
NoSense,0.1,0.3,0
SenseDirtAgent,0.1,0.3,0
